symbol,name,current_mv
SRI,"Stoneridge, Inc.","1,166,721 USD"
AGX,"Argan, Inc.","1,165,748 USD"
GOOD,Gladstone Commercial Corp.,"1,163,547 USD"
HROW,"Harrow Health, Inc.","1,163,268 USD"
HTBK,Heritage Commerce Corp.,"1,155,673 USD"
DCO,"Ducommun, Inc.","1,143,408 USD"
CORR,"CorEnergy Infrastructure Trust, Inc.","1,138 USD"
ACCO,ACCO Brands Corp.,"1,131,393 USD"
LUNG,Pulmonx Corp.,"1,130,488 USD"
ZEUS,"Olympic Steel, Inc.","1,128,029 USD"
AVD,American Vanguard Corp.,"1,127,329 USD"
TRST,TrustCo Bank Corp.,"1,126,748 USD"
IVR,"Invesco Mortgage Capital, Inc.","1,124,645 USD"
DYN,"Dyne Therapeutics, Inc.","1,124,021 USD"
EGHT,"8x8, Inc.","1,123,712 USD"
HOV,"Hovnanian Enterprises, Inc.","1,122,859 USD"
ELVN,"Enliven Therapeutics, Inc.","1,119,264 USD"
KIND,"Nextdoor Holdings, Inc.","1,115,657 USD"
WSR,Whitestone REIT,"1,103,957 USD"
OIS,"Oil States International, Inc.","1,103,730 USD"
NRIX,"Nurix Therapeutics, Inc.","1,100,458 USD"
OABI,"OmniAb, Inc.","1,099,825 USD"
EOSE,"Eos Energy Enterprises, Inc.","1,096,610 USD"
MCRB,"Seres Therapeutics, Inc.","1,095,320 USD"
FMBH,"First Mid Bancshares, Inc.","1,092,601 USD"
PGC,Peapack-Gladstone Financial Corp.,"1,089,239 USD"
IESC,"IES Holdings, Inc.","1,088,001 USD"
NVEC,NVE Corp.,"1,086,748 USD"
GSBC,"Great Southern Bancorp, Inc.","1,083,542 USD"
ZYME,"Zymeworks, Inc.","1,082,868 USD"
MITK,"Mitek Systems, Inc.","1,081,236 USD"
QNST,"QuinStreet, Inc.","1,079,335 USD"
VPG,"Vishay Precision Group, Inc.","1,075,530 USD"
CTLP,"Cantaloupe, Inc.","1,074,114 USD"
HIBB,"Hibbett, Inc.","1,073,857 USD"
ROVR,"Rover Group, Inc.","1,072,128 USD"
FMNB,Farmers National Banc Corp.,"1,068,842 USD"
ORGN,"Origin Materials, Inc.","1,063,219 USD"
BY,"Byline Bancorp, Inc.","1,056,402 USD"
HBNC,"Horizon Bancorp, Inc.","1,055,782 USD"
CLDT,Chatham Lodging Trust,"1,051,933 USD"
CAC,Camden National Corp.,"1,043,906 USD"
AMTB,"Amerant Bancorp, Inc.","1,043,605 USD"
CFB,"CrossFirst Bankshares, Inc.","1,042,930 USD"
AAN,"Aaron's Co., Inc. (The)","1,041,482 USD"
CDNA,"CareDx, Inc.","1,039,771 USD"
EXFY,"Expensify, Inc.","1,036,307 USD"
HVT,"Haverty Furniture Cos., Inc.","1,034,280 USD"
KNSA,Kiniksa Pharmaceuticals Ltd.,"1,031,332 USD"
UFCS,"United Fire Group, Inc.","1,030,803 USD"
CERS,Cerus Corp.,"1,025,751 USD"
BMEA,"Biomea Fusion, Inc.","1,025,394 USD"
CSV,"Carriage Services, Inc.","1,023,974 USD"
TPIC,"TPI Composites, Inc.","1,022,503 USD"
MBWM,Mercantile Bank Corp.,"1,020,918 USD"
IAUX,i-80 Gold Corp.,"1,019,243 USD"
SD,"SandRidge Energy, Inc.","1,016,992 USD"
BOC,Boston Omaha Corp.,"1,015,264 USD"
RCEL,"Avita Medical, Inc.","1,006,941 USD"
SRDX,"Surmodics, Inc.","1,006,241 USD"
USLM,"United States Lime & Minerals, Inc.","1,003,925 USD"
TARS,"Tarsus Pharmaceuticals, Inc.","1,001,439 USD"
BNMV,"BitNile Metaverse, Inc.",0 USD
INO,"Inovio Pharmaceuticals, Inc.",0 USD
ABIO,"ARCA biopharma, Inc.",0 USD
FUV,"Arcimoto, Inc.",0 USD
XOS,"Xos, Inc.",0 USD
FNCH,"Finch Therapeutics Group, Inc.",0 USD
EVLO,"Evelo Biosciences, Inc.",0 USD
OCTO,"Cryptyde, Inc.",0 USD
NEXI,"NexImmune, Inc.",0 USD
LOCL,Local Bounti Corp.,0 USD
RGTI,"Rigetti Computing, Inc.",0 USD
 ,Wejo Group Ltd.,0 USD
VTGN,"VistaGen Therapeutics, Inc.",0 USD
MIMO,"Airspan Networks Holdings, Inc.",0 USD
GRNVR,"Micromobility.com, Inc.",0 USD
CENN,Cenntro Electric Group Ltd.,0 USD
VERO,"Venus Concept, Inc.",0 USD
MULN,"Mullen Automotive, Inc.",0 USD
HYMC,Hycroft Mining Holding Corp.,0 USD
TIG,"Trean Insurance Group, Inc.",0 USD
ATOS,"Atossa Therapeutics, Inc.",0 USD
CHRA,"Charah Solutions, Inc.",0 USD
INTZ,"Intrusion, Inc.",0 USD
MKFG,Markforged Holding Corp.,0 USD
HEPA,"Hepion Pharmaceuticals, Inc.",0 USD
STCN,"Steel Connect, Inc.",0 USD
AGLE,"Aeglea BioTherapeutics, Inc.",0 USD
AGM,Federal Agricultural Mortgage Corp.,0 USD
EBET,"EBET, Inc.",0 USD
ALIM,"Alimera Sciences, Inc.",0 USD
GERN,Geron Corp.,0 USD
AUDAD,"Audacy, Inc.",0 USD
WWR,"Westwater Resources, Inc.",0 USD
DALN,DallasNews Corp.,0 USD
PARR,"Par Pacific Holdings, Inc.",0 USD
RCAT,"Red Cat Holdings, Inc.",0 USD
FFIE,"Faraday Future Intelligent Electric, Inc.",0 USD
GVP,"GSE Systems, Inc.",0 USD
NSYS,"Nortech Systems, Inc.",0 USD
AKRO,"Akero Therapeutics, Inc.",0 USD
TNK,Teekay Tankers Ltd.,0 USD
ML,"Moneylion, Inc.",0 USD
ADN,"Advent Technologies Holdings, Inc.",0 USD
SABS,"SAB Biotherapeutics, Inc.",0 USD
PHUN,"Phunware, Inc.",0 USD
AVRO,"Avrobio, Inc.",0 USD
TNON,"Tenon Medical, Inc.",0 USD
RCKT,"Rocket Pharmaceuticals, Inc.",0 USD
RUTH,"Ruth's Hospitality Group, Inc.",0 USD
OPY,"Oppenheimer Holdings, Inc.",0 USD
MNTS,"Momentus, Inc.",0 USD
APTX,"Aptinyx, Inc.",0 USD
MODDD,"Modular Medical, Inc.",0 USD
HARP,"Harpoon Therapeutics, Inc.",0 USD
BWV,"Blue Water Vaccines, Inc.",0 USD
CTS,CTS Corp.,0 USD
BRDS,"Bird Global, Inc.",0 USD
HGEN,"Humanigen, Inc.",0 USD
DBD,"Diebold Nixdorf, Inc.",0 USD
BKTI,BK Technologies Corp.,0 USD
ATIP,"ATI Physical Therapy, Inc.",0 USD
KROS,"Keros Therapeutics, Inc.",0 USD
KDNY,"Chinook Therapeutics, Inc.",0 USD
TCRR,"TCR2 Therapeutics, Inc.",0 USD
WATT,Energous Corp.,0 USD
NMRD,"Nemaura Medical, Inc.",0 USD
NTRB,"Nutriband, Inc.",0 USD
DTIL,"Precision BioSciences, Inc.",0 USD
APEN,"Apollo Endosurgery, Inc.",0 USD
HLIT,"Harmonic, Inc.",0 USD
BLND,"Blend Labs, Inc.",0 USD
DOMA,"Doma Holdings, Inc.",0 USD
POL,"Polished.com, Inc.",0 USD
LABP,"Landos Biopharma, Inc.",0 USD
HCDI,"Harbor Custom Development, Inc.",0 USD
EZPW,"EZCORP, Inc.",0 USD
DNTH,"Magenta Therapeutics, Inc.",0 USD
SEAC,"SeaChange International, Inc.",0 USD
ELTX,Angion Biomedica Corp.,0 USD
PLXPQ,"PLx Pharma, Inc.",0 USD
IMVT,"Immunovant, Inc.",0 USD
SURF,"Surface Oncology, Inc.",0 USD
POLA,"Polar Power, Inc.",0 USD
DATS,"DatChat, Inc.",0 USD
TCON,"Tracon Pharmaceuticals, Inc.",0 USD
SUNL,"Sunlight Financial Holdings, Inc.",0 USD
IDAI,"T Stamp, Inc.",0 USD
PI,"Impinj, Inc.",0 USD
LMST,"Limestone Bancorp, Inc.",0 USD
PTGX,"Protagonist Therapeutics, Inc.",0 USD
SGTX,"Sigilon Therapeutics, Inc.",0 USD
BFRI,"Biofrontera, Inc.",0 USD
QTEKQ,"QualTek Services, Inc.",0 USD
DICE,"DICE Therapeutics, Inc.",0 USD
 ,National Energy Services Reunited Corp.,0 USD
MBRX,"Moleculin Biotech, Inc.",0 USD
GTBP,"GT Biopharma, Inc.",0 USD
TSHA,"Taysha Gene Therapies, Inc.",0 USD
NLTX,"Neoleukin Therapeutics, Inc.",0 USD
BOXL,Boxlight Corp.,0 USD
HVBC,"HV Bancorp, Inc.",0 USD
ENVA,"Enova International, Inc.",0 USD
IRNT,"IronNet, Inc.",0 USD
HUSA,Houston American Energy Corp.,0 USD
NVVE,Nuvve Holding Corp.,0 USD
BLBX,"Blackboxstocks, Inc.",0 USD
AMLX,"Amylyx Pharmaceuticals, Inc.",0 USD
GATO,"Gatos Silver, Inc.",0 USD
SOND,"Sonder Holdings, Inc.",0 USD
MXC,Mexco Energy Corp.,0 USD
HIMS,"Hims & Hers Health, Inc.",0 USD
BNGO,"Bionano Genomics, Inc.",0 USD
JNCE,"Jounce Therapeutics, Inc.",0 USD
MCRI,"Monarch Casino & Resort, Inc.",0 USD
ASTR,"Astra Space, Inc.",0 USD
PRTA,Prothena Corp. plc,0 USD
VIEW,"View, Inc.",0 USD
NBSE,"NeuBase Therapeutics, Inc.",0 USD
LTRY,"Lottery.com, Inc.",0 USD
OUST,"Ouster, Inc.",0 USD
ZEV,"Lightning eMotors, Inc.",0 USD
VHC,VirnetX Holding Corp.,0 USD
FATH,Fathom Digital Manufacturing C,0 USD
AC,"Associated Capital Group, Inc.",0 USD
VBIV,"VBI Vaccines, Inc.",0 USD
STSA,"Satsuma Pharmaceuticals, Inc.",0 USD
DGLY,"Digital Ally, Inc.",0 USD
SCTL,"Societal CDMO, Inc.",0 USD
ADVM,"Adverum Biotechnologies, Inc.",0 USD
ELDN,"Eledon Pharmaceuticals, Inc.",0 USD
GLSH,"Gelesis Holdings, Inc.",0 USD
INSW,"International Seaways, Inc.",0 USD
AVID,"Avid Technology, Inc.",0 USD
CTHR,Charles & Colvard Ltd.,0 USD
RIDEQ,Lordstown Motors Corp.,0 USD
SPIR,"Spire Global, Inc.",0 USD
PRVB,"Provention Bio, Inc.",0 USD
SNDX,"Syndax Pharmaceuticals, Inc.",0 USD
VVX,"V2X, Inc.",0 USD
DFIN,"Donnelley Financial Solutions, Inc.",0 USD
RXDX,"Prometheus Biosciences, Inc.",0 USD
PEARQ,"Pear Therapeutics, Inc.",0 USD
AXDX,"Accelerate Diagnostics, Inc.",0 USD
PLM,PolyMet Mining Corp.,0 USD
URG,"Ur-Energy, Inc.",0 USD
NCMI,"National CineMedia, Inc.",0 USD
ISUN,"iSun, Inc.",0 USD
TISI,"Team, Inc.",0 USD
BODY,"Beachbody Co., Inc. (The)",0 USD
VSTM,"Verastem, Inc.",0 USD
VINE,"Fresh Vine Wine, Inc.",0 USD
FBIO,"Fortress Biotech, Inc.",0 USD
AGFS,"AgroFresh Solutions, Inc.",0 USD
APPHQ,"AppHarvest, Inc.",0 USD
AFMD,Affimed NV,0 USD
ATEC,"Alphatec Holdings, Inc.",0 USD
VIRI,"Virios Therapeutics, Inc.",0 USD
TGL,"Treasure Global, Inc.",0 USD
CRIS,"Curis, Inc.",0 USD
LPTX,"Leap Therapeutics, Inc.",0 USD
BRPAR,"NRX Pharmaceuticals, Inc.",0 USD
AKA,aka Brands Holding Corp.,0 USD
GREE,"Greenidge Generation Holdings, Inc.",0 USD
LTCH,"Latch, Inc.",0 USD
PED,PEDEVCO Corp.,0 USD
DVAX,Dynavax Technologies Corp.,0 USD
WLMSQ,"Williams Industrial Services Group, Inc.",0 USD
SLE,"Super League Gaming, Inc.",0 USD
PCSA,"Processa Pharmaceuticals, Inc.",0 USD
ATER,"Aterian, Inc.",0 USD
PDFS,"PDF Solutions, Inc.",0 USD
METC,"Ramaco Resources, Inc.",0 USD
 ,Contra Communications,0 USD
 ,"Disc Medicine, Inc.",0 USD
XPOF,"Xponential Fitness, Inc.",0 USD
STR,Sitio Royalties Corp.,0 USD
CTIC,CTI BioPharma Corp.,0 USD
MGAM,"Mobile Global Esports, Inc.",0 USD
EGIO,"Edgio, Inc.",0 USD
TALK,"Talkspace, Inc.",0 USD
MAPS,"WM Technology, Inc.",0 USD
ENG,ENGlobal Corp.,0 USD
TOI,"Oncology Institute, Inc. (The)",0 USD
ERII,"Energy Recovery, Inc.",0 USD
ZDGE,"Zedge, Inc.",0 USD
TA,"TravelCenters of America, Inc.",0 USD
MGI,"MoneyGram International, Inc.",0 USD
LPCN,"Lipocine, Inc.",0 USD
CISO,Cerberus Cyber Sentinel Corp.,0 USD
BTCS,"BTCS, Inc.",0 USD
VKTX,"Viking Therapeutics, Inc.",0 USD
IMBIQ,"iMedia Brands, Inc.",0 USD
VRM,"Vroom, Inc.",0 USD
GNPX,"Genprex, Inc.",0 USD
LODE,"Comstock, Inc.",0 USD
SENS,"Senseonics Holdings, Inc.",0 USD
 ,NeoGames SA,0 USD
AUID,"authID, Inc.",0 USD
SHPW,"Shapeways Holdings, Inc.",0 USD
CLDX,"Celldex Therapeutics, Inc.",0 USD
RDNT,"RadNet, Inc.",0 USD
LFLY,"Leafly Holdings, Inc.",0 USD
NUVL,"Nuvalent, Inc.",0 USD
PIRS,"Pieris Pharmaceuticals, Inc.",0 USD
BOXDQ,"Boxed, Inc.",0 USD
INSG,Inseego Corp.,0 USD
ATCX,"Atlas Technical Consultants, Inc.",0 USD
HALL,"Hallmark Financial Services, Inc.",0 USD
KBAL,"Kimball International, Inc.",0 USD
TBBK,"Bancorp, Inc. (The)",0 USD
CHEF,"Chefs' Warehouse, Inc. (The)",0 USD
HYZN,"Hyzon Motors, Inc.",0 USD
EXPR,"Express, Inc.",0 USD
FIXX,"Homology Medicines, Inc.",0 USD
NTWK,"NetSol Technologies, Inc.",0 USD
 ,SAITECH Global Corp.,0 USD
UP,"Wheels Up Experience, Inc.",0 USD
ACER,"Acer Therapeutics, Inc.",0 USD
BBIG,"Vinco Ventures, Inc.",0 USD
SUNW,"Sunworks, Inc.",0 USD
UGRO,"Urban-Gro, Inc.",0 USD
CARV,"Carver Bancorp, Inc.",0 USD
SQFT,"Presidio Property Trust, Inc.",0 USD
SNCE,"Science 37 Holdings, Inc.",0 USD
SIEN,"Sientra, Inc.",0 USD
UTRS,"Minerva Surgical, Inc.",0 USD
GRBK,"Green Brick Partners, Inc.",0 USD
APRN,"Blue Apron Holdings, Inc.",0 USD
CSII,"Cardiovascular Systems, Inc.",0 USD
ISPO,"Inspirato, Inc.",0 USD
CARS,"Cars.com, Inc.",0 USD
ACLX,"Arcellx, Inc.",0 USD
WISH,"ContextLogic, Inc.",0 USD
TH,Target Hospitality Corp.,0 USD
OIGBQ,"Orbital Infrastructure Group, Inc.",0 USD
CPTN,"Cepton, Inc.",0 USD
SFT,"Shift Technologies, Inc.",0 USD
AGYS,"Agilysys, Inc.",0 USD
PAVM,"PAVmed, Inc.",0 USD
CPRX,"Catalyst Pharmaceuticals, Inc.",0 USD
OWLT,"Owlet, Inc.",0 USD
WGS,GeneDx Holdings Corp.,0 USD
STRC,Sarcos Technology & Robotics Corp.,0 USD
RYI,Ryerson Holding Corp.,0 USD
RVYL,"Ryvyl, Inc.",0 USD
AMTI,"Applied Molecular Transport, Inc.",0 USD
DMS,"Digital Media Solutions, Inc.",0 USD
TMDX,"TransMedics Group, Inc.",0 USD
VAPO,"Vapotherm, Inc.",0 USD
PLRX,"Pliant Therapeutics, Inc.",0 USD
EFTR,"eFFECTOR Therapeutics, Inc.",0 USD
MBOT,"Microbot Medical, Inc.",0 USD
SDPI,"Superior Drilling Products, Inc.",0 USD
VXRT,"Vaxart, Inc.",0 USD
HLGN,"Heliogen, Inc.",0 USD
PRSO,"Peraso, Inc.",0 USD
BORR,Borr Drilling Ltd.,0 USD
XXII,"22nd Century Group, Inc.",0 USD
 ,,0 USD
TFFP,"TFF Pharmaceuticals, Inc.",0 USD
IZEA,"IZEA Worldwide, Inc.",0 USD
SDIG,"Stronghold Digital Mining, Inc.",0 USD
VTYX,"Ventyx Biosciences, Inc.",0 USD
CGRN,Capstone Green Energy Corp.,0 USD
LIDR,"AEye, Inc.",0 USD
NHWK,"NightHawk Biosciences, Inc.",0 USD
ENSV,Enservco Corp.,0 USD
